single_parent_household,youth_not_in_school,sex_pay_inequity,race_pay_inequity,house_pay_inequity,snap_household,snap_vulnerabe_household,no_internet_household,no_broadband_internet_household,no_smartphone_household,no_car_household,no_plumbing_household,no_kitchen_household,over_60min_commute,wfh,public_transit_commute,walking_commute,biking_commute,rural_household,working_class_workers,unemployment_rate,renter_occupied,median_income,COUNTY
0.38090676883780333,0.018936635105608158,1.149346509403889,0.9972430769230769,2.0083601595156875,0.14435718697608754,0.11850348539662932,0.13156269302038295,0.15671049148504368,0.11885643695402803,0.04235418688784964,1.7647577869937352e-5,0.007500220594723374,8.2,7.2,0.3,2.1,0.1,0.8087487283825026,0.6833087391375635,4.8,-77.5,125400,17075
0.45465393794749404,0.01971608832807571,1.0625918762088975,1.0930612541302058,2.7429123145791277,0.1823024948024948,0.11564449064449064,0.09684684684684684,0.14635308385308388,0.09229902979902982,0.11945599445599446,1.2993762993762993e-5,0.010351697851697851,3.9,8.7,1.1,5.4,0.4,0.367263814295498,0.5998698199175526,7.2,-48.3,125000,17077
0.2069672131147541,0.004282655246252677,1.2320563628357553,NaN,1.7286972177680255,0.11258629845990441,0.08258098778544876,0.09081253319171535,0.11603823685608072,0.08072225172596925,0.033722782793414764,5.310674455655868e-5,0.02097716409984068,8.2,6.9,0.7,0.5,0.0,1.0,0.7246903032891927,3.7,-81.8,122900,17079
0.41776315789473684,0.11136363636363636,1.1279221549780467,1.5452824234774376,1.937743445386403,0.1746031746031746,0.13400878081729145,0.11962174940898346,0.14677473826409992,0.11482607227288077,0.059034110097939886,4.0526849037487334e-5,0.016953731847348868,4.4,4.8,0.3,1.1,0.0,0.5378787878787878,0.7063901136434205,6.6,-70.9,118400,17081
0.3694355208811381,0.053934571175950484,1.0760809055483391,9.94302377747869,2.1338996763754046,0.1188627254509018,0.09581663326653307,0.14466432865731463,0.16382765531062127,0.16595691382765532,0.04659318637274549,1.25250501002004e-5,0.0027555110220440883,9.6,11.4,0.3,3.5,0.0,0.5919622718884561,0.6349190485708575,4.4,-76.9,168800,17083
0.34356659142212187,0.07701564380264742,1.1764919941775838,1.1384206818058642,2.586919977586253,0.0705825710158883,0.05970149253731343,0.10129995185363505,0.1301877708233028,0.13519499277804525,0.06913818006740491,0.0,0.0017332691381800674,5.5,12.0,0.5,4.1,0.0,0.9086366348448688,0.6136901511014018,3.0,-80.8,193900,17085
0.3786046511627907,0.09242144177449169,1.2217847769028871,1.4489660019977064,2.2729015536094965,0.1301717880474232,0.10936365835954512,0.18364384224534236,0.2085652068715219,0.17614323735785142,0.041858214372126785,7.258649891120251e-5,0.008468424872973626,4.4,5.5,0.0,0.3,0.0,1.0,0.6756933828346801,2.4,-83.7,148200,17087
0.2969891709020129,0.02651930034186332,1.150642158595499,1.543859174001354,3.0095949462643277,0.10768794078473329,0.0959573353129981,0.05621847638594729,0.07543286971331253,0.06149151728203672,0.04583615362780847,1.091726893600297e-6,0.010900893032598965,9.3,14.4,1.7,1.3,0.2,0.04237440984563153,0.6104939721746783,5.0,-74.7,303000,17089
0.4364731182795699,0.03214395570593664,1.0397910414582638,1.2033142128744423,2.7178924259055983,0.1664017606064311,0.13290133268125687,0.10311774055508008,0.13028487590169946,0.09487712434282924,0.06582711822961242,7.335860129600196e-6,0.00474385621714146,10.2,7.2,1.1,2.9,0.2,0.2907223326706428,0.6929696411775301,5.1,-67.8,185700,17091
0.2662424304628964,0.059493517508784684,1.1137921579380312,1.0188214285714285,2.705613990622228,0.0812558954318825,0.0809639311862732,0.03514800341373579,0.04815164173741182,0.033890311278803376,0.021066343260117686,0.0,0.004199793379149261,14.7,13.6,1.0,0.4,0.0,0.11937877710629222,0.5782087515836662,3.6,-83.2,298900,17093
0.43545683151718356,0.07462106490478042,1.0189436927106068,1.7746308983884975,1.9684374472237338,0.17129785697086444,0.12362147844931375,0.13927281483265108,0.1972068384300506,0.17023838189260776,0.08721406212376595,2.889477486154587e-5,0.007753431254514808,6.6,5.7,0.5,3.6,0.2,0.34210857790653737,0.6632594021215044,4.5,-68.8,104900,17095
0.2521279354235014,0.03312913832710238,1.191949806213171,1.5799184782608695,2.9986136232176794,0.08842047845398582,0.07967739421803163,0.04679731941089379,0.06480557936569786,0.05618717369282322,0.0477440972492792,7.792410192472532e-7,0.00596898620743396,10.3,17.3,2.8,2.0,0.1,0.014893569630779055,0.5261782229199723,5.1,-73.4,326600,17097
0.3973425118066117,0.04048878351267554,1.1856499847421422,1.7727690124384339,2.1430251380030714,0.14388361571897454,0.10919897099263727,0.10618291492947751,0.1353676927171117,0.1149649605251486,0.056794996895236406,4.4353765634702385e-6,0.005876873946598066,11.3,4.6,0.1,1.7,0.3,0.2864370031317755,0.7022153232915564,5.7,-72.9,154900,17099
0.324907063197026,0.16019417475728157,1.482365907421014,0.6401847335374397,1.7871177813540926,0.15201329885482084,0.10195788695973403,0.10011082379017362,0.11470262282970078,0.09660140376800885,0.05633542667159217,3.6941263391207984e-5,0.0012929442186922792,6.3,6.0,0.5,3.5,0.0,0.6309921962095875,0.7025263510122135,7.9,-74.0,95500,17101
0.40069686411149824,0.05214940098661029,1.0919684250093973,0.8732329279307665,2.265589622986021,0.1559557614706322,0.0993125093409057,0.12337468240920639,0.14489612912868033,0.11627559408160215,0.07517560902705127,2.2418173666118668e-5,0.019279629352862055,9.2,5.3,0.8,1.2,0.2,0.5520854187520854,0.6581000458926113,3.6,-72.3,155100,17103
0.418615639026695,0.04582210242587601,1.0723572639909553,NaN,1.8574495734222272,0.14479266456822226,0.12330641850280553,0.12139044751608047,0.14657178048446695,0.1302175995620638,0.04796770220336664,3.421376762009033e-5,0.010195702750786916,7.7,6.8,0.2,3.0,1.0,0.6400125628140704,0.6962780052999278,3.6,-72.9,131500,17105
0.4568197395476354,0.0808720112517581,1.2323730701894,NaN,1.9614258116781953,0.174968530839777,0.12461787448300665,0.12731523107354792,0.14601690343463403,0.09233950728286278,0.05889228556015105,3.596475454055026e-5,0.00557453695378529,3.9,7.3,0.5,2.9,0.0,0.4362483311081442,0.6718977511729494,4.4,-68.3,125900,17107
0.42431466030989273,0.04039497307001795,1.0650513563339479,2.5878274961735843,2.0521870166950866,0.14081632653061224,0.0782312925170068,0.11139455782312925,0.1812925170068027,0.12806122448979596,0.11122448979591837,6.802721088435374e-5,0.022789115646258504,7.3,6.5,0.5,5.4,0.7,0.4120067602321993,0.6706734473724765,8.6,-61.1,103500,17109
0.2575459995865206,0.01942319011183049,1.145578573826308,1.3034378933339914,2.789879030689642,0.06836644344918293,0.059623997455492614,0.03479785779986074,0.04885282259797641,0.05426849710734216,0.03509013229719159,1.7192617490049774e-6,0.004048861418906722,13.6,14.7,1.4,1.0,0.1,0.14276405921074614,0.5879229178847626,4.7,-81.6,286900,17111
0.2914663143989432,0.015603635486206064,1.0283161687882472,1.5440060179169801,2.531629409286471,0.09779650220060226,0.06345552466990965,0.06706045865184156,0.12164118600880236,0.065366574009729,0.05754864489228631,2.8955293027565443e-6,0.010250173731758166,3.9,15.8,0.8,4.1,0.3,0.20625208736891323,0.5280398748116379,3.0,-64.2,198300,17113
0.380164507894488,0.036726546906187624,1.0203861324475816,1.2462523810838417,1.9503915194798955,0.19151243827018047,0.1310749065398994,0.12309041399363087,0.1494207781418747,0.1093829325702681,0.08796787741727051,4.615313610559838e-6,0.010107536807126043,3.6,7.5,0.8,1.8,0.1,0.1542421622056428,0.6438337435056056,7.1,-68.8,121800,17115
0.38523406888018147,0.09779031499764927,1.110080216487871,1.2547851851851852,1.8403923056715024,0.1439389593253399,0.11892605128793529,0.1106075382938443,0.13395674373243072,0.13688256554414546,0.04520681544374964,1.1473811026332396e-5,0.00665481039527279,9.5,7.9,0.2,2.5,0.1,0.6540931360890453,0.6654435787886404,4.4,-76.7,126100,17117
0.3519368632876368,0.055331572362018626,1.0578999018645732,1.509794009857197,2.2446524064171123,0.13487224025231978,0.10409105453215706,0.07412350870777529,0.10066279654431598,0.08855876034191157,0.057018786853773366,1.8284042601819263e-6,0.010549892581249715,4.8,11.0,0.7,0.9,0.1,0.14683881631654847,0.597308552958727,4.7,-72.6,167900,17119
0.39214830970556164,0.10509031198686371,1.0787597600995813,2.2240982778930833,1.6453261887933728,0.1960556094406725,0.15176204332363402,0.1301002263174911,0.15098609763983184,0.13016488845780794,0.07183963789201422,3.879728419010669e-5,0.01668283220174588,5.3,5.1,0.2,1.5,0.3,0.4597879940085263,0.7014132141562991,6.4,-73.5,100100,17121
0.36669213139801377,0.020491803278688523,1.2100155279503106,NaN,1.9737030565183764,0.12107171635777599,0.09165995165189364,0.12389202256244963,0.1627719580983078,0.12550362610797738,0.035455278001611606,8.058017727639001e-5,0.004834810636583401,8.0,5.8,0.0,1.2,0.2,1.0,0.692458758837392,4.7,-78.7,137800,17123
0.3752775721687639,0.024,1.111744966442953,NaN,1.7077921032723293,0.1440322016100805,0.1191809590479524,0.1104305215260763,0.13843192159607975,0.13510675533776684,0.056002800140007,7.000350017500875e-5,0.009100455022751138,12.2,8.2,0.2,1.5,0.1,1.0,0.6709129511677283,6.1,-79.6,106100,17125
0.359257109692397,0.07407407407407407,1.0376344086021505,1.0288126619667288,1.885465933784993,0.1627143378329077,0.15414082451659977,0.19445457862094126,0.22163443998540677,0.16654505654870488,0.04669828529733674,3.648303538854433e-5,0.0038307187157971545,3.4,5.7,0.1,0.7,0.1,0.5036045314109165,0.7341117597998332,3.4,-78.0,118000,17127
0.2891215823152996,0.05390334572490706,1.1152805949966194,NaN,2.2044901271301054,0.13743984600577477,0.09085659287776708,0.07314725697786333,0.10702598652550532,0.08219441770933589,0.0575553416746872,0.0,0.0028873917228103944,5.1,8.1,0.0,2.5,0.0,1.0,0.5881735479356194,3.9,-78.4,179300,17129
0.26485655737704916,0.04736129905277402,1.131266149870801,4.792316384180791,1.9425463673127876,0.09683455481054108,0.08716669265554343,0.09137689069078435,0.10884141587400598,0.12396694214876036,0.036800249493216905,4.677997816934352e-5,0.01075939497894901,7.6,7.8,0.1,2.2,0.0,1.0,0.706271965396053,3.1,-81.7,139300,17131
0.2233731141634767,0.006675567423230975,1.0979049989628709,1.2512399973546724,2.6132729866679787,0.050831525668835864,0.0309472161966739,0.0650759219088937,0.08503253796095445,0.10224150397686194,0.043673174258857556,0.0,0.011279826464208243,6.5,11.6,0.0,1.2,0.0,0.40213204951856946,0.5530024998670284,2.1,-82.8,265600,17133
0.3098985659321441,0.07084690553745929,1.2612301313061507,2.1736759704151596,1.6520375668816578,0.1761207279183311,0.13067021748779406,0.13173546382600976,0.1768308921438082,0.15019973368841544,0.07243675099866845,1.775410563692854e-5,0.015002219263204617,12.4,9.1,0.0,3.5,0.4,0.5649428502917433,0.7053595001320074,5.8,-75.3,102200,17135
0.39459986987638257,0.037484885126964934,1.1512312633832977,1.3950479808731537,1.9746835443037976,0.15908571428571427,0.13028571428571428,0.14163809523809523,0.1824,0.14346666666666663,0.07177142857142857,4.571428571428571e-5,0.005257142857142857,3.3,8.8,1.1,1.5,0.1,0.3640476348878983,0.6950000000000001,5.6,-70.6,128700,17137
0.35,0.20284697508896798,1.2837880213232988,0.8461990521327014,1.695128076343546,0.10683613878392305,0.06767433871521814,0.15338371693576092,0.1887667468223978,0.1432497423565785,0.12572998969426313,0.0,0.014428031604259704,4.6,5.0,0.5,4.2,2.2,0.6682903068679981,0.6770045385779122,2.6,-76.4,121500,17139
0.32535968105390883,0.04215116279069767,1.1469890943575154,1.3197108377543287,2.323204280450255,0.10693404203913989,0.08654264315051945,0.11244261899009422,0.13578158975597976,0.12597245711524518,0.05933800434887654,1.449625513409036e-5,0.0030442135781589756,7.9,7.2,0.6,1.6,0.1,0.6876988335100742,0.6435142035093406,5.4,-73.5,184100,17141
0.41997851772287864,0.05667396061269147,1.0137153781176367,1.6665704700407633,2.3499337829930087,0.17663544126423955,0.13250901730804163,0.08495731375042168,0.12031294599994813,0.09799673041492596,0.08417884111373486,7.784726366868204e-6,0.01297454394478034,3.1,10.0,1.1,1.9,0.2,0.15079812868796577,0.5581392510131341,6.5,-66.0,152600,17143
0.4151093439363817,0.061068702290076333,1.0981636817048288,1.8834392374900715,1.774449279762507,0.19464598448836629,0.1532399299474606,0.11833875406554917,0.1471103327495622,0.09344508381285965,0.06354766074555918,0.00010007505629221917,0.0021265949462096574,7.1,3.8,0.5,1.1,1.1,0.6745588074098433,0.6834239130434783,5.1,-77.9,105200,17145
0.24002217294900222,0.037138927097661624,1.1550094517958411,2.029371213703781,1.979066684949038,0.06086702671142899,0.04656254561377901,0.10611589548970952,0.1284484016931835,0.08903809662822948,0.015618157933148446,1.4596409283316305e-5,0.008028025105823967,3.8,6.9,0.3,1.5,0.0,0.6460597826086957,0.6052318668252081,3.3,-84.4,173200,17147
0.4430976430976431,0.11147011308562198,1.1090259159964253,15.514605842336934,1.7249995691809268,0.1468615649183147,0.12192605331040413,0.17764402407566637,0.19518486672398971,0.18349097162510752,0.03456577815993121,5.159071367153912e-5,0.003783319002579536,7.6,6.9,0.2,1.6,0.4,1.0,0.6990411382616765,4.6,-77.5,100100,17149
0.25901639344262295,0.010582010582010581,0.9776021080368906,NaN,2.6448,0.09750733137829912,0.0747800586510264,0.2558651026392962,0.2697947214076246,0.18841642228739008,0.07038123167155426,0.0007331378299120235,0.0,9.7,8.5,0.0,0.0,0.0,1.0,0.5805739514348787,3.0,-85.1,165300,17151
0.5148936170212766,0.11688311688311688,1.2667450058754406,1.1612859283476367,1.8738288569643973,0.2083780880773362,0.17024704618689582,0.4070891514500537,0.4323308270676691,0.3560687432867884,0.09505907626208378,0.00010741138560687433,0.008055853920515575,8.1,6.5,0.3,1.2,0.0,1.0,0.7567418822234453,2.4,-66.5,81000,17153
0.3236111111111111,0.04824561403508772,1.1485507246376812,NaN,2.164435157237572,0.07238172260412455,0.06550748079255965,0.10392236150424586,0.15325515568135872,0.09179134654266075,0.033966841892438336,0.0,0.001213101496158512,9.4,5.8,0.1,0.5,0.3,1.0,0.7258064516129032,3.4,-79.7,167800,17155
0.4159040706847586,0.04986522911051213,1.119908466819222,NaN,1.9471467983156672,0.11258675349156028,0.08893839431068461,0.1331505440836261,0.1591123297061091,0.13332190900522667,0.07000257047382401,4.284123040013709e-5,0.017907634307257305,9.1,4.8,0.0,1.8,0.5,0.8485007103865999,0.7236821400472069,5.1,-75.8,134100,17157
0.35297482837528604,0.10696517412935323,1.138558986539984,NaN,1.7647837891530362,0.15216372441805967,0.11716919231370099,0.09967192626152163,0.15075769411029527,0.13763474457116076,0.07342602718325261,4.6867676925480395e-5,0.009998437744102483,6.3,6.6,0.0,2.1,0.3,0.43590439978272677,0.7058113004965776,4.2,-72.6,106600,17159
0.42856292770008925,0.03276557014692498,1.0813292030413968,1.3789157020469558,2.167205847112389,0.16201464243691985,0.12637272846123676,0.08380180415740619,0.10759576415217675,0.09229964701268145,0.08893319388155314,1.6342005490913846e-6,0.010556935547130344,3.9,6.7,1.5,3.2,0.2,0.10897810547138426,0.6561919574770094,5.7,-67.6,144700,17161
0.424983498349835,0.03752691479544756,1.0022436820641876,1.435483381393231,2.4053122061044774,0.16356778213344128,0.1325723539344149,0.08593603428357015,0.11870883651121222,0.09567209424032075,0.07551864761585023,2.9622900476928696e-6,0.010180403463904496,4.9,10.9,1.9,1.5,0.1,0.13484008900911906,0.6056551806468666,5.7,-66.8,168800,17163
0.385219564441271,0.086073500967118,1.0318080357142858,1.6902736842105264,1.6907816907816908,0.2524920255183413,0.19766746411483255,0.19936204146730463,0.24102870813397126,0.18620414673046248,0.08442982456140351,9.968102073365231e-5,0.010964912280701754,10.2,4.6,0.7,2.1,0.0,0.6411541119557705,0.6346173288848448,5.9,-73.9,92900,17165
0.3947782612721044,0.0427655773878323,1.0131190023079726,1.6941479189123405,2.2978114796124887,0.14622137857397083,0.09781706014948392,0.08241784316051726,0.121864989915767,0.09351049946612888,0.07236920156602207,2.372760707082691e-6,0.004615019575275834,3.6,12.0,1.1,1.3,0.4,0.16869931814759845,0.5488955537555551,5.5,-69.6,170300,17167
0.3508522727272727,0.09375,1.1524265208475735,NaN,1.6076537640594015,0.09407027818448023,0.07942898975109809,0.12079062957540264,0.12481698389458273,0.1372620790629575,0.05014641288433382,0.00036603221083455345,0.016471449487554905,7.8,4.9,0.0,3.9,0.0,1.0,0.6562059238363893,6.2,-78.5,106200,17169
0.343801652892562,0.0,1.1537086684539768,NaN,1.3929026337775465,0.1545275590551181,0.14025590551181102,0.15255905511811024,0.17125984251968507,0.14370078740157477,0.03789370078740158,0.00024606299212598425,0.001968503937007874,7.7,9.5,0.3,0.7,0.2,1.0,0.6136464333185645,2.6,-78.1,101700,17171
0.3269911504424779,0.07520325203252033,1.1372745490981964,0.9537371428571428,1.9048453773901866,0.12109152927799886,0.10335417851051734,0.1099488345650938,0.13757816941444,0.13450824332006817,0.046162592382035246,1.1370096645821491e-5,0.006935758953951108,4.4,5.8,0.2,2.1,1.0,0.7462805791313031,0.6888292585967004,3.0,-77.5,130400,17173
0.33223684210526316,0.06944444444444445,1.1242798353909464,0.781622641509434,1.6617429837518465,0.11183923110528615,0.09217999126256007,0.13411970292704237,0.1607688947138488,0.11751856705985142,0.029707295762341632,0.00034949759720401925,0.0069899519440803845,8.6,6.8,0.3,3.6,0.5,1.0,0.676214196762142,3.1,-76.6,103500,17175
0.3701271186440678,0.07035175879396985,0.9825126152775361,2.3468271334792123,2.058343961383853,0.1690893214854384,0.11012378653243618,0.11700652319071345,0.15573475782012425,0.1432020134572911,0.07874056191894807,2.0545482562021677e-5,0.006882736658277261,5.8,10.2,0.7,2.6,0.1,0.43900042117085497,0.6658958968808423,4.7,-70.0,127500,17177
0.307221371921525,0.05712921705919796,1.0949108469539377,1.7755802297787031,2.144607843137255,0.10161302311752025,0.07091355088084442,0.08719244778116406,0.11766892143016427,0.08717386456552445,0.05706905522931688,1.8583215639634282e-6,0.010685348992789712,3.1,9.7,0.4,1.4,0.2,0.2033475661827498,0.6024865537769124,3.9,-76.5,164500,17179
0.3058823529411765,0.13399778516057587,1.1811940298507462,0.7192267652654629,2.3342786246012053,0.18122649696268442,0.13306334972519526,0.2580271912062482,0.28970205380387615,0.20581428984668793,0.09748336708128436,4.339022273647671e-5,0.0002892681515765114,6.0,5.6,0.0,1.1,0.0,0.6494069633975258,0.692364935258223,5.2,-75.8,131700,17181
0.4955084441250449,0.06626332469029098,1.0600113228911114,1.1991449737928612,1.7034306984249226,0.19214841808845454,0.1517972502898791,0.12184860029816134,0.14725857213847937,0.1445751200927613,0.09203246645684943,1.3251615040583071e-5,0.006923968858704654,3.5,7.5,0.6,2.2,0.0,0.38553201383439417,0.7180416140397528,6.3,-68.2,92900,17183
0.4061776061776062,0.0928030303030303,1.0557206537890045,1.5268579276667176,1.9366262814538677,0.1971153846153846,0.14945652173913043,0.14172240802675584,0.1705685618729097,0.12249163879598657,0.10911371237458194,0.0002717391304347826,0.023411371237458192,7.5,3.6,0.0,3.3,0.3,0.3649473100388242,0.72148810733889,4.4,-74.4,103900,17185
0.42955874534821903,0.025787965616045846,1.1240998559769564,1.0623578523103498,1.5668986852281517,0.13969056828324902,0.12481404343945254,0.1393930377863731,0.156947337102053,0.10294555191907173,0.05653079440642666,0.00010413567390657542,0.00758702767033621,5.7,5.5,0.4,4.0,0.1,0.48829255459089715,0.7128978652690783,5.2,-77.1,101300,17187
0.324245939675174,0.021828103683492497,1.1801724137931036,NaN,1.9801194945275735,0.10171268787137365,0.08336246067808459,0.11551904928346732,0.14557846906675986,0.12687871373645576,0.023418385180006992,1.7476406850751487e-5,0.0010485844110450892,8.5,6.6,0.1,2.4,0.1,0.9935837245696401,0.6549963530269876,4.1,-80.2,149800,17189
0.2676056338028169,0.21236559139784947,1.2131242740998838,1.76055812217089,2.05999209143804,0.1362906756165183,0.10462571136728441,0.15292572595943382,0.19786954618415298,0.19641033124179197,0.06712388734860646,0.0001605136436597111,0.012695169998540786,7.3,7.0,0.4,1.1,0.2,0.669227764031775,0.7043899657924744,3.3,-77.9,109400,17191
0.4268696227663799,0.016717325227963525,1.1550173010380622,NaN,1.8852289206546509,0.1910389839477862,0.1612277297583348,0.20285764685129654,0.23231610513318046,0.16969483153995413,0.08802257893808432,0.00010583877227024166,0.01940377491621097,9.3,5.1,0.5,2.0,0.0,0.6239075692490001,0.7078592683353755,4.0,-75.3,100100,17193
0.4379832474226804,0.07089988313206078,1.1195804712312578,1.3038933494925011,1.9492996157183586,0.13275899203101443,0.10932586689640318,0.12336851173810037,0.1600258453586043,0.13043290975662292,0.057290544906310574,2.1537798836958863e-5,0.011587335774283869,5.4,4.9,0.3,3.5,0.7,0.4184490427383485,0.6748010610079576,4.6,-74.5,125800,17195
0.26307496651773155,0.03362721966968831,1.1218851306222408,1.3612247367784098,2.7644041224872216,0.09549542082798061,0.08749326592350089,0.05020098628320418,0.06785877087563719,0.05816998881107294,0.03764452364178857,1.2432141229124362e-6,0.006373544403464423,13.7,13.3,2.4,0.8,0.1,0.05313988463287564,0.595283944236503,4.8,-81.5,298000,17197
0.3955159172550477,0.08654519971969166,1.0696339280202483,2.1722549270540057,2.222188306039285,0.16292486272329187,0.1260860499061653,0.10297490790296795,0.13164662542573158,0.10446931257385139,0.06592757350385765,1.0426079099186766e-5,0.004274692430666574,5.5,8.6,0.3,0.8,0.2,0.379250738575649,0.6016768698429598,4.3,-70.1,145600,17199
0.4504795222872308,0.0667230324808004,1.059591615879706,1.50817861826213,2.409769588117397,0.2015955097055843,0.16013131339379294,0.09413680499614549,0.12314528493100851,0.10107493352042896,0.08519779296485894,2.598550009094925e-6,0.009831180867742467,6.8,8.3,0.6,1.1,0.2,0.09357272589072113,0.6670242537313433,7.2,-64.2,155100,17201
0.23907740075404746,0.0272895467160037,1.2124323727503588,1.6326153846153846,2.2632519356759975,0.06494831338411317,0.04998639825897715,0.09405603917301415,0.11915125136017413,0.08405875952121866,0.02971980413492927,0.0,0.002380304678998912,4.2,11.1,0.1,1.6,0.1,0.7067626082526745,0.5412323810552465,3.0,-82.5,193800,17203
0.24420190995907232,0.2870837537840565,1.287103308575287,NaN,2.7420479026739324,0.060834345889023894,0.0551640340218712,0.20866747671121913,0.22535439449169703,0.20777642770352367,0.138922640745241,0.0007371405427298502,0.09347914135277441,8.0,5.5,0.9,3.0,0.3,0.6340722745217128,0.6943220119263677,2.7,-81.2,173100,18001
