ZIP,Total Offenses Rate,Crimes Against Persons Rate,Crimes Against Property Rate,Crimes Against Society Rate
36067,0.06685350318471338,0.02043312101910828,0.035719745222929936,0.01070063694267516
36066,0.06685350318471338,0.02043312101910828,0.035719745222929936,0.01070063694267516
36068,0.06685350318471338,0.02043312101910828,0.035719745222929936,0.01070063694267516
36703,0.06256385600096159,0.028126690305907805,0.034016467335777394,0.00042069835927639884
36507,0.09897079942556247,0.03303015797032073,0.0308760172331259,0.03506462422211584
36502,0.17607413647851727,0.05945360452521362,0.07197015284631123,0.04465037910699242
36527,0.029266228270069666,0.006966599387980988,0.01409596978969985,0.008203659092388828
36551,0.09269199009083402,0.03158546655656482,0.04190751445086705,0.019199009083402146
36567,0.0615736998113716,0.020749124225276205,0.03462678523309081,0.006197790353004581
36526,0.029266228270069666,0.006966599387980988,0.01409596978969985,0.008203659092388828
36577,0.038352402745995426,0.009610983981693364,0.02379862700228833,0.00494279176201373
36532,0.04328632740649908,0.007316574698548947,0.021745350500715306,0.014224402207234825
36576,0.05787423483583751,0.017807456872565387,0.02448525319977741,0.015581524763494713
36530,0.13339731285988485,0.046065259117082535,0.053742802303262956,0.03358925143953935
36580,0.11083123425692695,0.025818639798488665,0.057304785894206546,0.027707808564231738
36535,0.04547256581033936,0.012924199175388519,0.0230732635585157,0.009475103076435142
36533,0.04328632740649908,0.007316574698548947,0.021745350500715306,0.014224402207234825
36542,0.0788592610307306,0.022121248355853163,0.03700825062776516,0.01972976204711228
36561,0.08234610917537746,0.01602787456445993,0.04041811846689895,0.025900116144018583
36547,0.0788592610307306,0.022121248355853163,0.03700825062776516,0.01972976204711228
36536,0.04547256581033936,0.012924199175388519,0.0230732635585157,0.009475103076435142
36027,0.08758888170652876,0.02706851971557854,0.04767291531997414,0.012847446670976082
36072,0.08758888170652876,0.02706851971557854,0.04767291531997414,0.012847446670976082
36016,0.047058823529411764,0.019457013574660634,0.027149321266968326,0.00045248868778280545
36048,0.04381443298969072,0.010309278350515464,0.03350515463917526,0.0
35188,0.09485430874147552,0.035337879727216366,0.04649721016738995,0.013019218846869188
35080,0.022573262128079703,0.008212538706637346,0.01121931517300184,0.003141408248440515
35042,0.06691449814126393,0.025278810408921933,0.020446096654275093,0.021189591078066915
36750,0.07186544342507645,0.016819571865443424,0.03669724770642202,0.01834862385321101
35115,0.03298942809833142,0.007642338555598013,0.01834161253343523,0.007005477009298179
35034,0.11500904159132007,0.04122965641952984,0.038698010849909585,0.03508137432188065
35146,0.05015491866769946,0.007939581719597211,0.024012393493415957,0.01820294345468629
35121,0.08969766442183694,0.015618283421693652,0.055308783493337156,0.018770597506806132
35049,0.035828025477707005,0.007961783439490446,0.02388535031847134,0.003980891719745223
35031,0.07760044028618603,0.036873968079251515,0.023665382498624106,0.0170610897083104
35976,0.10935076445823178,0.02958120983824507,0.06027033015732329,0.019499224462663417
35016,0.13706807484789346,0.04591895304787051,0.060383423257949716,0.03076569854207324
35079,0.06735751295336788,0.01924500370096225,0.0384900074019245,0.009622501850481125
35077,0.05264750378214826,0.018154311649016642,0.018154311649016642,0.016338880484114977
35180,0.020748192392329456,0.0044011317195850365,0.006287331027978623,0.010059729644765796
36089,0.07024664377146425,0.028410864814236655,0.04058694973462379,0.001248829222603809
36830,0.04243165555623509,0.011106354351415815,0.022983303773469514,0.008341997431349765
36081,0.12057652403118164,0.05103471482250014,0.05249284953171443,0.01704895967696708
36032,0.052444444444444446,0.014222222222222223,0.037333333333333336,0.0008888888888888889
36037,0.13109410430839002,0.05187074829931973,0.06292517006802721,0.016298185941043083
36033,0.051643192488262914,0.018779342723004695,0.027386541471048513,0.005477308294209703
36201,0.14102198115900658,0.044961461604339135,0.07384146921686174,0.02221905033780569
36207,0.14102198115900658,0.044961461604339135,0.07384146921686174,0.02221905033780569
36202,0.14102198115900658,0.044961461604339135,0.07384146921686174,0.02221905033780569
36206,0.14102198115900658,0.044961461604339135,0.07384146921686174,0.02221905033780569
36204,0.14102198115900658,0.044961461604339135,0.07384146921686174,0.02221905033780569
36205,0.14102198115900658,0.044961461604339135,0.07384146921686174,0.02221905033780569
36277,0.17297788548924567,0.0293850348379279,0.04362314450166616,0.09996970614965162
36203,0.061242145524087056,0.012430561879610235,0.03606228940897915,0.012749294235497678
35096,0.09545515484649417,0.03405282209411449,0.04303525941815257,0.01836707333422711
36265,0.08172413793103449,0.026,0.027517241379310345,0.028206896551724137
36272,0.055222602739726026,0.023758561643835618,0.01819349315068493,0.013270547945205479
35905,0.10799286297517162,0.035715365772522455,0.07043275773429704,0.0018447394683521335
36271,0.13395113732097724,0.04549283909014322,0.05223251895534962,0.03622577927548441
36863,0.09139946059334732,0.02846868444710818,0.051992807911297574,0.010937968234941564
36862,0.03139356814701378,0.013016845329249618,0.01761102603369066,0.0007656967840735069
36276,0.037037037037037035,0.010101010101010102,0.026936026936026935,0.0
36801,0.10540067100145482,0.03651910572726463,0.04765297942460141,0.02122858584958879
36854,0.11211025315218454,0.031570716450004886,0.06265272211904994,0.017886814583129705
35959,0.1306878306878307,0.020634920634920634,0.033862433862433865,0.0761904761904762
35961,0.041951219512195125,0.010731707317073172,0.010731707317073172,0.02048780487804878
35901,0.10799286297517162,0.035715365772522455,0.07043275773429704,0.0018447394683521335
35967,0.05040322580645161,0.018548387096774192,0.024663978494623658,0.007190860215053763
35903,0.10799286297517162,0.035715365772522455,0.07043275773429704,0.0018447394683521335
35960,0.12922411462557448,0.035685320356853206,0.06271965396052988,0.030819140308191405
35045,0.1222688148311631,0.035974398587508276,0.06025160008828073,0.02604281615537409
35171,0.03345724907063197,0.013940520446096654,0.00929368029739777,0.010223048327137546
35046,0.1222688148311631,0.035974398587508276,0.06025160008828073,0.02604281615537409
35085,0.10119047619047619,0.02696078431372549,0.0469187675070028,0.0273109243697479
35040,0.043116939182990664,0.011278398359505693,0.023204360261183964,0.00863418056230101
36904,0.07995495495495496,0.023085585585585586,0.03153153153153153,0.02533783783783784
36784,0.12877492877492877,0.02621082621082621,0.06638176638176638,0.03618233618233618
36451,0.05411629245826137,0.018422567645365574,0.014968336211859529,0.02072538860103627
36545,0.12103746397694524,0.04278430503214365,0.058966969629793836,0.019286189315007758
35160,0.1328238971865231,0.05362973254602293,0.05418548106981591,0.025008683570684264
36251,0.09341500765696784,0.055130168453292494,0.027565084226646247,0.010719754977029096
36266,0.08464965573106521,0.009720534629404616,0.006075334143377886,0.0688537869582827
36264,0.06489760599942314,0.01990193250648976,0.0282665128353043,0.016729160657629073
36273,0.10023310023310024,0.018648018648018648,0.037296037296037296,0.04428904428904429
36323,0.13792102206736354,0.04587688734030197,0.057781649245063876,0.03426248548199768
36079,0.12057652403118164,0.05103471482250014,0.05249284953171443,0.01704895967696708
36010,0.1466798810703667,0.058969276511397425,0.08572844400396432,0.0019821605550049554
36351,0.045272969374167776,0.02330226364846871,0.017310252996005325,0.004660452729693742
36330,0.08162793004264886,0.030614606407247,0.04284722451813403,0.008166099117267829
36467,0.09219752349694167,0.02759958227659257,0.040429658361927495,0.024168282858421604
36453,0.1404399323181049,0.08967851099830795,0.049069373942470386,0.001692047377326565
35660,0.06259426847662142,0.018315018315018316,0.023917259211376857,0.020361990950226245
35661,0.07053201289728236,0.01531552280055274,0.04301013357899586,0.012206356517733764
35674,0.021765284917423165,0.007546757081920595,0.009843596193809472,0.004374931641693098
35654,0.07265952491849091,0.011551001397298557,0.039310666045645086,0.021797857475547276
35653,0.07265952491849091,0.011551001397298557,0.039310666045645086,0.021797857475547276
35616,0.07507820646506778,0.01981230448383733,0.040667361835245046,0.014598540145985401
35582,0.07109301597243971,0.019417475728155338,0.037269025994362666,0.014406514249921704
36460,0.07809224318658281,0.03476589797344514,0.040006988120195666,0.0033193570929419985
36401,0.048854041013269,0.023220747889022918,0.02080820265379976,0.0048250904704463205
36426,0.13517161588893173,0.04338603933667567,0.06941766293868107,0.02236791361357501
36421,0.1187949332420404,0.04530411959374643,0.05603103959831108,0.017459774049982883
35010,0.15099009900990099,0.05761826182618262,0.06593784378437843,0.027433993399339933
35150,0.08497324001646768,0.033841086867023466,0.04199258954302182,0.009139563606422397
35151,0.08497324001646768,0.033841086867023466,0.04199258954302182,0.009139563606422397
36420,0.1187949332420404,0.04530411959374643,0.05603103959831108,0.017459774049982883
36049,0.055639097744360905,0.02142857142857143,0.03195488721804511,0.002255639097744361
35670,0.06027060270602706,0.013530135301353014,0.025830258302583026,0.020910209102091022
35058,0.0714249428498857,0.017119634239268478,0.045516891033782064,0.008788417576835154
35057,0.0714249428498857,0.017119634239268478,0.045516891033782064,0.008788417576835154
35055,0.0714249428498857,0.017119634239268478,0.045516891033782064,0.008788417576835154
35622,0.10794979079497909,0.01506276150627615,0.02510460251046025,0.06778242677824267
35541,0.12912912912912913,0.03303303303303303,0.05405405405405406,0.042042042042042045
35540,0.11275964391691394,0.03560830860534125,0.03857566765578635,0.03857566765578635
35056,0.0714249428498857,0.017119634239268478,0.045516891033782064,0.008788417576835154
36353,0.0,0.0,0.0,0.0
36350,0.11595466434176112,0.026155187445510025,0.04795117698343505,0.041848299912816043
36352,0.0764525993883792,0.022018348623853212,0.04954128440366973,0.004892966360856269
36303,0.1264724029616334,0.04184428988108593,0.0550959165357864,0.02953219654476105
36345,0.05822172619047619,0.021205357142857144,0.02418154761904762,0.012834821428571428
36701,0.06256385600096159,0.028126690305907805,0.034016467335777394,0.00042069835927639884
35978,0.05756650675970344,0.016136066288704752,0.020933275185346708,0.020497165285651986
35981,0.10231923601637108,0.023192360163710776,0.03137789904502047,0.047748976807639835
35968,0.05040322580645161,0.018548387096774192,0.024663978494623658,0.007190860215053763
35986,0.008001391546355888,0.001217603061401983,0.003478865889719951,0.0033049225952339538
35988,0.051111111111111114,0.008888888888888889,0.015,0.02722222222222222
35971,0.05263157894736842,0.015479876160990712,0.01238390092879257,0.02476780185758514
35974,0.08296460176991151,0.029867256637168143,0.03871681415929203,0.014380530973451327
35951,0.06414121553720453,0.022196006466553064,0.029492725127801808,0.012452483942849653
35954,0.1352971399212194,0.03185476965233773,0.07741051549922932,0.02603185476965234
36092,0.09784211231738373,0.020506634499396863,0.030156815440289506,0.04717866237769736
36024,0.08,0.02666666666666667,0.03333333333333333,0.02
36078,0.1589236914021442,0.05402564641580828,0.08345595963842758,0.021442085347908344
36093,0.09784211231738373,0.020506634499396863,0.030156815440289506,0.04717866237769736
36054,0.0765685314282422,0.02183557066313303,0.042518868468053236,0.012214092297055943
36020,0.025477707006369428,0.015127388535031847,0.005573248407643312,0.004777070063694267
36441,0.14835164835164835,0.03914835164835165,0.06936813186813187,0.03983516483516483
35904,0.10799286297517162,0.035715365772522455,0.07043275773429704,0.0018447394683521335
35906,0.03530895334174023,0.009021243573576487,0.02153458143369871,0.004753128334465031
35907,0.10799286297517162,0.035715365772522455,0.07043275773429704,0.0018447394683521335
35902,0.10799286297517162,0.035715365772522455,0.07043275773429704,0.0018447394683521335
35990,0.0,0.0,0.0,0.0
35546,0.04598662207357859,0.008361204013377926,0.00919732441471572,0.028428093645484948
35555,0.07054844165257308,0.02585165498912781,0.028267697511476203,0.016429089151969074
35563,0.025151374010246856,0.009315323707498836,0.01071262226362366,0.005123428039124359
35594,0.07226644323418517,0.015919564306661083,0.04168412232928362,0.01466275659824047
35565,0.1257471264367816,0.028045977011494253,0.06298850574712643,0.03471264367816092
36305,0.1264724029616334,0.04184428988108593,0.0550959165357864,0.02953219654476105
36301,0.1264724029616334,0.04184428988108593,0.0550959165357864,0.02953219654476105
36786,0.04786150712830957,0.02494908350305499,0.022912423625254582,0.0
36310,0.10839308308730493,0.02741459299873471,0.04259805989034163,0.03838043019822859
36302,0.1264724029616334,0.04184428988108593,0.0550959165357864,0.02953219654476105
36304,0.1264724029616334,0.04184428988108593,0.0550959165357864,0.02953219654476105
36320,0.06232294617563739,0.02927289896128423,0.027384324834749764,0.0056657223796034
35772,0.09215885947046844,0.050407331975560084,0.03309572301425662,0.008655804480651732
35740,0.09204647006255585,0.039767649687220734,0.03306523681858802,0.019213583556747096
35752,0.06862745098039216,0.011982570806100218,0.023965141612200435,0.032679738562091505
35748,0.08502994011976048,0.029940119760479042,0.04311377245508982,0.011976047904191617
35215,0.12213150022538212,0.028879645945170677,0.08713068065401795,0.0061211736261935
35206,0.12213150022538212,0.028879645945170677,0.08713068065401795,0.0061211736261935
35261,0.12213150022538212,0.028879645945170677,0.08713068065401795,0.0061211736261935
35217,0.12213150022538212,0.028879645945170677,0.08713068065401795,0.0061211736261935
35212,0.12213150022538212,0.028879645945170677,0.08713068065401795,0.0061211736261935
35232,0.12213150022538212,0.028879645945170677,0.08713068065401795,0.0061211736261935
35222,0.12213150022538212,0.028879645945170677,0.08713068065401795,0.0061211736261935
35207,0.12213150022538212,0.028879645945170677,0.08713068065401795,0.0061211736261935
35234,0.12213150022538212,0.028879645945170677,0.08713068065401795,0.0061211736261935
35204,0.12213150022538212,0.028879645945170677,0.08713068065401795,0.0061211736261935
35214,0.12213150022538212,0.028879645945170677,0.08713068065401795,0.0061211736261935
35208,0.12213150022538212,0.028879645945170677,0.08713068065401795,0.0061211736261935
35210,0.12213150022538212,0.028879645945170677,0.08713068065401795,0.0061211736261935
35213,0.12213150022538212,0.028879645945170677,0.08713068065401795,0.0061211736261935
35233,0.12213150022538212,0.028879645945170677,0.08713068065401795,0.0061211736261935
35203,0.12213150022538212,0.028879645945170677,0.08713068065401795,0.0061211736261935
35202,0.12213150022538212,0.028879645945170677,0.08713068065401795,0.0061211736261935
35201,0.12213150022538212,0.028879645945170677,0.08713068065401795,0.0061211736261935
35218,0.12213150022538212,0.028879645945170677,0.08713068065401795,0.0061211736261935
35224,0.12213150022538212,0.028879645945170677,0.08713068065401795,0.0061211736261935
35127,0.03786831188171471,0.013509201148813956,0.019253270928624614,0.0051058398042761405
35228,0.12213150022538212,0.028879645945170677,0.08713068065401795,0.0061211736261935
35211,0.12213150022538212,0.028879645945170677,0.08713068065401795,0.0061211736261935
35205,0.12213150022538212,0.028879645945170677,0.08713068065401795,0.0061211736261935
35294,0.12213150022538212,0.028879645945170677,0.08713068065401795,0.0061211736261935
35223,0.12213150022538212,0.028879645945170677,0.08713068065401795,0.0061211736261935
35209,0.12213150022538212,0.028879645945170677,0.08713068065401795,0.0061211736261935
35255,0.12213150022538212,0.028879645945170677,0.08713068065401795,0.0061211736261935
35221,0.12213150022538212,0.028879645945170677,0.08713068065401795,0.0061211736261935
35235,0.12213150022538212,0.028879645945170677,0.08713068065401795,0.0061211736261935
35023,0.1984748143688541,0.05410395344170179,0.13060405378286172,0.013766807144290589
35020,0.1984748143688541,0.05410395344170179,0.13060405378286172,0.013766807144290589
35021,0.1984748143688541,0.05410395344170179,0.13060405378286172,0.013766807144290589
35022,0.1984748143688541,0.05410395344170179,0.13060405378286172,0.013766807144290589
35259,0.12213150022538212,0.028879645945170677,0.08713068065401795,0.0061211736261935
35219,0.12213150022538212,0.028879645945170677,0.08713068065401795,0.0061211736261935
35253,0.12213150022538212,0.028879645945170677,0.08713068065401795,0.0061211736261935
35216,0.12213150022538212,0.028879645945170677,0.08713068065401795,0.0061211736261935
35243,0.12213150022538212,0.028879645945170677,0.08713068065401795,0.0061211736261935
35094,0.11857547551598543,0.024524484014569,0.03844597329016593,0.05560501821125051
35173,0.06951731374606505,0.0077199820116924,0.033428271623444764,0.028369060110927897
35116,0.03051747014595312,0.005307386112339673,0.01238390092879257,0.012826183104820876
35091,0.02204502814258912,0.006332082551594747,0.008442776735459663,0.0072701688555347095
35071,0.06350467575331581,0.014302304260130799,0.039789743903184405,0.00941262759000061
35062,0.18149307107733573,0.030844881537773806,0.05632543585158695,0.09432275368797496
35148,0.1353637901861252,0.027918781725888325,0.08460236886632826,0.02284263959390863
35036,0.07756463719766472,0.02418682235195997,0.0475396163469558,0.005838198498748957
35068,0.06574827802128992,0.01419327906491338,0.040701314965560426,0.010853683990816114
35220,0.12213150022538212,0.028879645945170677,0.08713068065401795,0.0061211736261935
35005,0.09908609908609908,0.012265512265512266,0.0707070707070707,0.016113516113516115
35231,0.12213150022538212,0.028879645945170677,0.08713068065401795,0.0061211736261935
35242,0.12213150022538212,0.028879645945170677,0.08713068065401795,0.0061211736261935
35266,0.12213150022538212,0.028879645945170677,0.08713068065401795,0.0061211736261935
35244,0.12213150022538212,0.028879645945170677,0.08713068065401795,0.0061211736261935
35444,0.09247842170160296,0.02260583641594739,0.031237155774763666,0.038635429510891904
35226,0.12213150022538212,0.028879645945170677,0.08713068065401795,0.0061211736261935
35236,0.12213150022538212,0.028879645945170677,0.08713068065401795,0.0061211736261935
35260,0.12213150022538212,0.028879645945170677,0.08713068065401795,0.0061211736261935
35586,0.06267179769103903,0.021440351841671246,0.029686641011544807,0.01154480483782298
35570,0.060810810810810814,0.010925819436457734,0.02702702702702703,0.022857964347326048
35592,0.10408719346049046,0.02997275204359673,0.04632152588555858,0.02779291553133515
35630,0.09162328442972077,0.02061050638902035,0.03828679602460956,0.032725982016090865
35631,0.09162328442972077,0.02061050638902035,0.03828679602460956,0.032725982016090865
35634,0.09162328442972077,0.02061050638902035,0.03828679602460956,0.032725982016090865
35633,0.09162328442972077,0.02061050638902035,0.03828679602460956,0.032725982016090865
35645,0.03564547206165703,0.011560693641618497,0.024084778420038536,0.0
35648,0.023035230352303523,0.008130081300813009,0.013550135501355014,0.0013550135501355014
35652,0.07905982905982906,0.012108262108262107,0.02564102564102564,0.04131054131054131
35614,0.05673219890963159,0.016421609119444902,0.03277713530480753,0.007533454485379151
35643,0.0,0.0,0.0,0.0
35650,0.12058823529411765,0.02588235294117647,0.05529411764705883,0.039411764705882354
35673,0.06450351837372947,0.02541047693510555,0.028537920250195466,0.01055512118842846
35618,0.04631217838765009,0.018867924528301886,0.015437392795883362,0.012006861063464836
35603,0.06506335660718904,0.02379105249547453,0.03644513404016895,0.004827170071545556
36832,0.04243165555623509,0.011106354351415815,0.022983303773469514,0.008341997431349765
36804,0.10540067100145482,0.03651910572726463,0.04765297942460141,0.02122858584958879
36831,0.04243165555623509,0.011106354351415815,0.022983303773469514,0.008341997431349765
36866,0.020761245674740483,0.008073817762399077,0.011534025374855825,0.0011534025374855825
36803,0.10540067100145482,0.03651910572726463,0.04765297942460141,0.02122858584958879
36870,0.10011840547296408,0.03441652414156032,0.061965530851203786,0.003736350480199974
36867,0.10011840547296408,0.03441652414156032,0.061965530851203786,0.003736350480199974
35613,0.05673219890963159,0.016421609119444902,0.03277713530480753,0.007533454485379151
35739,0.05621925509486999,0.014757554462403373,0.02881236823612087,0.012649332396345749
35611,0.05673219890963159,0.016421609119444902,0.03277713530480753,0.007533454485379151
35612,0.05673219890963159,0.016421609119444902,0.03277713530480753,0.007533454485379151
35757,0.030423605311850142,0.007843329894712711,0.015604787869856397,0.006975487547281034
35756,0.030423605311850142,0.007843329894712711,0.015604787869856397,0.006975487547281034
36040,0.01310615989515072,0.003931847968545216,0.009174311926605505,0.0
36083,0.058318840579710145,0.020753623188405797,0.03165217391304348,0.00591304347826087
35811,0.02211525200532083,0.006584303554189263,0.011638201417404806,0.0038927470337267603
35810,0.02211525200532083,0.006584303554189263,0.011638201417404806,0.0038927470337267603
35806,0.02211525200532083,0.006584303554189263,0.011638201417404806,0.0038927470337267603
35816,0.02211525200532083,0.006584303554189263,0.011638201417404806,0.0038927470337267603
35801,0.02211525200532083,0.006584303554189263,0.011638201417404806,0.0038927470337267603
35805,0.02211525200532083,0.006584303554189263,0.011638201417404806,0.0038927470337267603
35758,0.030423605311850142,0.007843329894712711,0.015604787869856397,0.006975487547281034
35802,0.02211525200532083,0.006584303554189263,0.011638201417404806,0.0038927470337267603
35807,0.02211525200532083,0.006584303554189263,0.011638201417404806,0.0038927470337267603
35815,0.02211525200532083,0.006584303554189263,0.011638201417404806,0.0038927470337267603
35803,0.02211525200532083,0.006584303554189263,0.011638201417404806,0.0038927470337267603
35824,0.02211525200532083,0.006584303554189263,0.011638201417404806,0.0038927470337267603
35804,0.02211525200532083,0.006584303554189263,0.011638201417404806,0.0038927470337267603
35814,0.02211525200532083,0.006584303554189263,0.011638201417404806,0.0038927470337267603
35760,0.021550225929787975,0.005908932916232186,0.013903371567605145,0.001737921445950643
35763,0.033809166040571,0.011269722013523666,0.015026296018031555,0.007513148009015778
35812,0.02211525200532083,0.006584303554189263,0.011638201417404806,0.0038927470337267603
35808,0.02211525200532083,0.006584303554189263,0.011638201417404806,0.0038927470337267603
35813,0.02211525200532083,0.006584303554189263,0.011638201417404806,0.0038927470337267603
36732,0.12860737013467516,0.04365842829658132,0.07059345863548912,0.014355483202604706
36769,0.10224089635854341,0.05182072829131653,0.04341736694677871,0.0070028011204481795
35543,0.056818181818181816,0.01231060606060606,0.020833333333333332,0.023674242424242424
35548,0.0748792270531401,0.028985507246376812,0.03864734299516908,0.007246376811594203
35747,0.11798287345385347,0.038058991436726926,0.060894386298763085,0.019029495718363463
35950,0.06414121553720453,0.022196006466553064,0.029492725127801808,0.012452483942849653
36602,0.07072502095010295,0.029220656169857962,0.038253414129844315,0.0032509506504006837
36603,0.07072502095010295,0.029220656169857962,0.038253414129844315,0.0032509506504006837
36604,0.07072502095010295,0.029220656169857962,0.038253414129844315,0.0032509506504006837
36617,0.07072502095010295,0.029220656169857962,0.038253414129844315,0.0032509506504006837
