ZIP,lahunv1share,lahunv10share,lasnap1share,lasnap10share
2559,0.8180896447109404,,0.9376521027855006,0.9376521027855006
2561,0.29591836734693877,,0.5737704918032787,0.5737704918032787
2562,0.2959183673469387,,0.5737704918032788,0.5737704918032788
2563,0.5908174513811203,,0.6164791254120999,0.6164791254120999
2568,0.16336719109778236,0.5,0.28613740422332795,0.28613740422332795
2571,0.48169129268055155,,0.5679213741021284,0.5679213741021284
2574,0.9038461538461539,,0.9245283018867924,0.9245283018867924
2575,1.3867254865548797,0.5,0.7651435878740318,0.7651435878740318
2576,0.427543091233522,,0.5230149686937088,0.5230149686937088
2601,0.2134954138399065,,0.213034863687185,0.213034863687185
2630,0.9125178405782504,,0.9629101746100138,0.9629101746100138
2631,0.8941678466806119,,0.7158817070691634,0.7158817070691634
2632,0.041034194691369125,,0.5859165393804164,0.5859165393804164
2633,0.42349953695022274,0.0,0.6343896153936486,0.6343896153936486
2634,0.042105263157894736,,0.5185185185185185,0.5185185185185185
2635,0.923076923076923,,0.6164383561643836,0.6164383561643836
2637,1.0666666666666667,,1.0540540540540542,1.0540540540540542
2638,0.2631874419197434,,0.3889903496750384,0.3889903496750384
2639,0.15389152942924533,,0.1514707068009888,0.1514707068009888
2641,1.0434782608695652,,0.9669421487603306,0.9669421487603306
2642,1.0673151008887871,,0.9077162143425104,0.9077162143425104
2644,0.7819351942844459,,0.6095360838518107,0.6095360838518107
2645,0.6464345192066656,,0.7505023575908152,0.7505023575908152
2646,0.6699002176193568,,0.7598940119024681,0.7598940119024681
2647,0.5555555555555556,,0.5968169761273209,0.5968169761273209
2648,0.9731847992832079,,0.8385099704298031,0.8385099704298031
2649,0.3204343752274524,,0.4059121901300989,0.4059121901300989
2650,0.2659574468085107,,0.5514018691588786,0.5514018691588786
2652,1.2608695652173914,,1.5,1.5
2653,0.19930570003028006,,0.3608583220308516,0.3608583220308516
2655,1.093257365744071,,0.9583587080038053,0.9583587080038053
2657,0.07109004739336493,,0.075,0.075
2659,0.8936170212765956,0.0,0.7999999999999999,0.7999999999999999
2660,0.5984742777171089,,0.5829595718692181,0.5829595718692181
2661,0.7256637168141593,,0.781021897810219,0.781021897810219
2662,0.0,,0.358695652173913,0.358695652173913
2664,0.16473614803795003,,0.16511173740495624,0.16511173740495624
