COUNTY,single_parent_household,youth_not_in_school,sex_pay_inequity,race_pay_inequity,snap_household,snap_vulnerabe_household,no_internet_household,no_smartphone_household,no_car_household,no_plumbing_household,over_60min_commute,wfh_inv,biking_commute_inv,working_class_workers,unemployment_rate,renter_occupied,median_income_inv,Crimes Against Persons Rate,Crimes Against Property Rate,Crimes Against Society Rate,ALR_VALB,ALR_VALP,lahunv1share,lasnap1share
33013,0.2535736482287135,0.5051290021759404,0.4860248447204969,0.5181095406360424,0.19782608695652174,0.2111801242236025,0.13695652173913042,0.2683229813664596,0.33043478260869563,0.3164596273291925,0.6049689440993788,0.14920733602735467,0.4107744107744108,0.12453416149068323,0.20496894409937888,0.5397515527950311,0.11975116640746501,0.8261946902654868,0.7890265486725664,0.7030088495575221,0.3699781999377141,0.09778885082528807,0.4738865748157642,0.45946811919256647
33015,0.17122436295835922,0.17189928504818153,0.47111801242236023,0.375,0.03695652173913044,0.04751552795031056,0.02111801242236025,0.10279503105590063,0.11118012422360249,0.25186335403726706,0.7385093167701864,0.05533105377681069,0.5398428731762065,0.05031055900621118,0.27422360248447203,0.24720496894409938,0.04385692068429238,0.647787610619469,0.616283185840708,0.4626548672566372,0.32980379943942695,0.14325755216443475,0.3655879525793015,0.44729253444408845
33017,0.2666252330640149,0.22971712775878148,0.2111801242236025,0.23630742049469966,0.21304347826086956,0.1919254658385093,0.08198757763975155,0.22608695652173913,0.4232919254658385,0.3065217391304348,0.5366459627329192,0.08237488343176873,0.5398428731762065,0.12298136645962733,0.2956521739130435,0.796583850931677,0.1181959564541213,0.2913274336283186,0.3454867256637168,0.23008849557522124,0.28122080348801,0.08284023668639054,0.3213713553348286,0.43832105094520984
33019,0.632069608452455,0.7796083307429282,0.23322981366459627,0.8272968197879859,0.2391304347826087,0.1422360248447205,0.3239130434782609,0.443167701863354,0.5568322981366459,0.4369565217391304,0.4512422360248447,0.33540565744482437,1.0,0.3177018633540373,0.10341614906832299,0.47018633540372673,0.2702954898911353,0.303716814159292,0.2056637168141593,0.4,0.2600436001245718,0.20274057925879788,0.7423902595322012,0.6702979814162128
34001,0.6575512740832815,0.28442648430214484,0.1360248447204969,0.6179328621908127,0.5145962732919255,0.5394409937888198,0.17857142857142858,0.26211180124223604,0.9450310559006211,0.2667701863354037,0.525776397515528,0.4283493938451974,0.2356902356902357,0.3298136645962733,0.9118012422360249,0.7760869565217391,0.1962674961119751,0.6814159292035398,0.7090265486725664,0.4584070796460177,0.9059483027094363,0.09654313298037995,0.3473245754565844,0.28644665171419414
34003,0.09073958980733375,0.2036058439539944,0.4152173913043478,0.4204946996466431,0.08850931677018634,0.12236024844720497,0.04627329192546584,0.09130434782608696,0.7742236024844721,0.12950310559006212,0.922360248447205,0.06683245259558596,0.5398428731762065,0.01956521739130435,0.6832298136645962,0.8322981366459627,0.02177293934681182,0.11079646017699116,0.25486725663716814,0.035398230088495575,0.854251012145749,0.2192463407038306,0.035885933995514256,0.004485741749439282
34005,0.2517091361093847,0.253652471246503,0.30403726708074535,0.5295936395759717,0.08012422360248447,0.12360248447204969,0.03975155279503106,0.13850931677018632,0.3347826086956522,0.14037267080745341,0.7670807453416149,0.09605222256760958,0.7457912457912458,0.046583850931677016,0.6080745341614907,0.4232919254658385,0.12317262830482115,0.009557522123893806,0.017699115044247787,0.020530973451327435,0.5359701027717222,0.2728122080348801,0.2656199935917975,0.21531560397308555
34007,0.7178371659415786,0.48274790177183713,0.14658385093167703,0.5406360424028268,0.5686335403726708,0.5987577639751552,0.14285714285714285,0.22888198757763975,0.9180124223602485,0.15683229813664595,0.6695652173913044,0.12775878147342246,0.5398428731762065,0.1422360248447205,0.8475155279503106,0.8440993788819876,0.21586314152410577,0.03327433628318584,0.12,0.04353982300884956,0.24478355652444722,0.1902834008097166,0.07401473886574816,0.031079782121115028
34009,0.4555624611559975,0.46098849860118124,0.3372670807453416,0.37234982332155475,0.24037267080745342,0.2636645962732919,0.10031055900621118,0.19503105590062111,0.6357142857142857,0.24503105590062113,0.5139751552795031,0.31582219459123406,0.07800224466891134,0.16428571428571428,0.7559006211180124,0.21304347826086956,0.07247278382581648,0.013097345132743363,0.06407079646017699,0.014867256637168142,0.9277483649953285,0.6035502958579881,0.32617750720922783,0.4732457545658443
34011,0.8682411435674332,0.6866645943425552,0.8484472049689441,0.6143992932862191,0.7409937888198758,0.7875776397515528,0.3732919254658385,0.5360248447204969,0.9071428571428571,0.3316770186335404,0.6152173913043478,0.793285669878769,0.29854096520763185,0.8226708074534161,0.8885093167701863,0.8295031055900621,0.3657853810264386,0.6941592920353983,0.7231858407079647,0.37026548672566373,0.844285269386484,0.049517284335098104,0.41461070169817366,0.3431592438321051
34013,0.7672467371037912,0.3842088902704383,0.16024844720496895,0.7862190812720848,0.6577639751552795,0.6767080745341615,0.3372670807453416,0.21583850931677018,0.9922360248447205,0.13354037267080746,0.9425465838509317,0.11345974510413429,0.5398428731762065,0.15248447204968943,0.9170807453416149,0.9916149068322981,0.03390357698289269,0.32601769911504425,0.5125663716814159,0.1511504424778761,0.165057614450327,0.08221737776393646,0.022108298622236462,0.02274911887215636
34015,0.3642013673088875,0.25645010879701585,0.15714285714285714,0.36395759717314485,0.16956521739130434,0.21428571428571427,0.10559006211180125,0.1704968944099379,0.4788819875776398,0.16801242236024844,0.6847826086956522,0.14920733602735467,0.5398428731762065,0.08788819875776398,0.6263975155279503,0.20900621118012422,0.17356143079315708,0.17168141592920355,0.19893805309734514,0.1320353982300885,0.34163811896605417,0.044534412955465584,0.39634732457545657,0.24767702659404037
34017,0.5444375388440025,0.47559838358719303,0.596583850931677,0.6391342756183745,0.622360248447205,0.7027950310559006,0.1795031055900621,0.11583850931677019,0.9959627329192546,0.13633540372670808,0.9354037267080745,0.041032017407522534,0.19135802469135801,0.04503105590062112,0.741304347826087,0.9981366459627329,0.03110419906687403,0.168141592920354,0.2838938053097345,0.07292035398230089,0.7019620056057303,0.10059171597633136,0.002242870874719641,0.0009612303748798462
34019,0.03325046612802983,0.130867267640659,0.31832298136645965,0.8710247349823321,0.02298136645962733,0.02391304347826087,0.0391304347826087,0.11366459627329192,0.09285714285714286,0.2785714285714286,0.9136645962732919,0.030463164438918246,0.7457912457912458,0.007453416149068323,0.5055900621118012,0.03540372670807453,0.03265940902021773,NaN,NaN,NaN,0.4739956399875428,0.26191217689193397,0.8702338993912208,0.8090355655238706
