COUNTY,1,2,3,4,5,6
17045,0.4020857132546767,0.12927715070643425,-0.06724233200588942,0.048613322663083686,0.046928748346662295,-0.10846428476293145
17047,0.33087744056546126,0.07267824344260046,0.022735212337935296,0.011028935985720063,0.06068222143262672,0.3296885365353584
17049,0.1673098362509308,0.12105803189900399,0.06984518991800798,0.14309980257166366,0.11069971102061338,0.17883719178899415
17051,0.2660375457630844,-0.02741658521296314,-0.015611133533280946,0.014997331882591836,0.2613998391785354,0.37708549373037575
17053,0.22335096701079435,1.9179039125626194e-11,0.32160312415286046,0.027156766044032686,0.08913445564653989,0.33875420005816265
17055,0.33638144904669065,0.15142621415160185,0.16723595042276618,-0.14947902094783458,-2.662413657519826e-11,0.195476875824474
17057,0.3300096641994009,0.1206549378072017,0.045593720742297714,-0.10944037617397158,0.0008518276114827669,0.10158375950401764
17059,0.39845240576716784,0.11733888426441641,0.01741942094572058,-0.040519118674651244,0.07997186569081638,0.34629781452158775
17061,0.28889832759281203,0.023341373474639767,0.04269898512209682,-0.06933633666994869,0.20369722354776296,0.22102353542440636
17063,0.1349372205044978,0.17141898919697346,0.05586091339577356,0.15728222681462503,0.17492593094739636,0.09990598368150867
17065,0.3870399175668925,0.1803175591799856,-0.12068949400391572,-0.03188932852955929,0.1323480160664954,0.14771519399168412
17067,0.26502482707879377,-0.06178395951924296,-0.0568241980161711,-0.08280570352199348,0.2923887606352177,0.2387044283426563
17069,0.4719347612062217,0.041836494310556034,-0.2139644869252266,-0.05244270980560994,0.2198210691798507,4.36432641874585e-10
17071,0.3043616192751544,6.485398020396218e-12,-0.028880843017296095,-0.11419357214596455,0.2908038278091892,0.26175964765139675
17073,0.28106923553752167,0.09805039329355923,-0.05100192954927678,-0.03606681120226146,0.0424689073511057,0.10331513730681996
17075,0.34004872626942817,-0.022946710007737837,-0.08679122937507715,0.07278255398828634,0.2183710636665389,-0.015237489306412244
17077,0.3149984700023305,0.3409081064095148,0.15081375218473267,0.0899927618388051,6.842584961127254e-12,-0.10328642000843155
17079,0.25334123521689433,0.1299926389023943,-0.21012417993425975,0.07793363345046628,0.22100414081116704,0.10760368034344443
17081,0.3365622160471685,0.24296083318381714,0.11237166844344115,-0.04631650213401817,0.03764589283509346,0.19729470799638357
17083,0.21363385533283877,0.02159060015599227,0.11529067055024467,0.13072068488313401,0.24331070367709814,0.21220371808486943
17085,0.15200024939695755,0.0579799286374974,0.019214808632821972,0.012431348046080435,0.17580190896321227,0.21340782862170335
17087,0.31289159508032305,0.0935321248662007,-0.10815559546695555,0.23652452983436456,-1.5977747051364069e-10,0.24889566279874184
17089,0.061500987646982086,0.0633519833652217,0.30533061031197395,0.20885755701790695,0.11369061809926198,0.0807038819144079
17091,0.30917236351555416,0.029875903615621847,0.21876259690958386,0.017590230185359382,0.11151651754975264,-0.10076153734359794
17093,0.08706000729518232,0.05408002596601404,0.02339075635577326,0.42326628002630695,0.21768139255082058,-0.04698306826086689
17095,0.3337519251121137,0.06294636711064493,0.18459629075267825,-0.12380464830257655,-0.10100879370906825,0.19389148445490595
17097,0.0030766798326045605,0.10049414423106018,0.3383602622902233,0.1574155767973501,0.22334282384835352,0.15799915907982748
17099,0.24685176732709027,0.04137797540496712,0.2315151302951598,0.010046055970705174,0.06680139289115514,0.16974361438504296
17101,0.31433494219397884,0.1780608479399334,-0.025499830572662845,-0.06464121348721302,0.148240744379408,0.16348975129683274
17103,0.32377339900493046,0.07250097763013305,0.04231644178906773,-0.07235085143827126,0.03759472366733884,0.026338429886574595
17105,0.3144428638800254,-0.012973621672656636,0.054807987251863956,0.05717143151426534,0.007500877912629465,0.08062265956079401
17107,0.2592788224000057,0.17945991202374947,0.18215214151023817,0.03570526447680894,0.029244693955353136,0.2543135509106948
17109,0.26339532920398895,0.050464329075788995,0.3583567932832997,-0.10800606671602439,-0.01699246174843502,0.2015093666460751
17111,0.033787394010445164,0.03168058404831297,0.14152989087557352,0.1648217817162301,0.2853251586020952,0.08556959962466877
17113,0.06656603934186868,0.17691353256058473,0.2798760486885746,0.06871696681171066,0.06686721900768126,0.07636867384559423
17115,0.35733087496260196,0.11116193141261664,0.1432268396552148,0.16389837129897483,-0.022370828990722208,-0.11574509033125205
